Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Camille French tutor,,Los Angeles,CA,90049,,Brentwood,(310) 922-6194,,Camille D.,Yes,No,,,,,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu Closed<br>Fri Closed<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.096306,-118.498074,https://s3-media2.fl.yelpcdn.com/bphoto/EcbVoRaGM_42N0NmRyZtxQ/ls.jpg,http://www.yelp.com/biz/camille-french-tutor-los-angeles?osq=Tutoring,,,,,,
Joe Salazar Acting Teacher,,Hollywood,CA,,,Hollywood,(323) 882-6433,,Joe S.,Yes,No,3.5 star rating,3 reviews,http://www.theactingteacher.com,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Performing Arts, Private Tutors, Performing Arts, Private Tutors",34.092809,-118.328661,https://s3-media4.fl.yelpcdn.com/bphoto/eC_qCG1U79OhpSLzPlgMoQ/ls.jpg,http://www.yelp.com/biz/joe-salazar-acting-teacher-hollywood?osq=Tutoring,,,,,,
Royanne Levy Nutrition,5905 Ohio St,Berkey,OH,43504,,Pico-Robertson,(419) 280-4624,,Royanne L.,Yes,No,5.0 star rating,2 reviews,https://www.mathdork.com,,Mon 6:00 am - 9:00 pm<br>Tue 6:00 am - 9:00 pm<br>Wed 6:00 am - 9:00 pm<br>Thu 6:00 am - 9:00 pm<br>Fri 6:00 am - 9:00 pm<br>Sat Closed<br>Sun 12:00 pm - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/v-m1CfKsJ-83P2Ppgwxzgw/ls.jpg,http://www.yelp.com/biz/royanne-levy-nutrition-berkey-4?osq=Tutoring,,,,,,
Richard Fredricks,,Culver City,CA,90232,,Culver City,(310) 838-3355,,,Yes,No,4.5 star rating,7 reviews,http://www.richardfredricks.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.021122,-118.396467,,http://www.yelp.com/biz/richard-fredricks-culver-city?osq=Tutoring,,,,,,
Tutoring Club,27530 Newhall Ranch Rd Ste 105,Valencia,CA,91355,,,(661) 702-9956,"Founded in 1991, Tutoring Club has helped tens of thousands of students nationwide to achieve their academic goals. Our mission today remains the same as when we first opened our …Learn more about Tutoring Club, Opens a popupSpecialtiesFounded in 1991, Tutoring Club has helped tens of thousands of students nationwide to achieve their academic goals. Our mission today remains the same as when we first opened our doors: to meet the needs of every child with whom we work. Because we understand that each academic journey is unique, we make a personal connection with each student before we customize a game plan that ensures subject mastery and the development of study skills. As educators and mentors, we make real investments in the long-term academic success of our students and take pride in creating independent, confident, and self-motivated learners for life.HistoryEstablished in 2001.Founded in 1991, Tutoring Club has helped tens of thousands of students nationwide achieve their academic goals. Our mission today remains the same as when we first opened our doors: to meet the needs of every child with whom we work. Because we understand that each academic journey is unique, personal connection is essential to our individualized approach. We create a positive, welcoming environment where we get to know each child not only as a student, but as a person. We then define a customized game plan to master subject matter and cultivate study skills. As educators and mentors, we make real investments in the long term academic success of our students, creating independent, confident, self-motivated learners for life.Meet the Business Owner",Jerry C.,Yes,No,4.5 star rating,11 reviews,http://www.tutoringclub.com/valenciaca,,Mon 1:00 pm - 7:30 pm<br>Tue 1:00 pm - 7:30 pm<br>Wed 1:00 pm - 7:30 pm<br>Thu 1:00 pm - 7:30 pm<br>Fri Closed<br>Sat 9:00 am - 12:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Private Tutors, Tutoring Centers, Test Preparation, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/fGMAEnUhTG9aiG8QnVCe9g/ls.jpg,http://www.yelp.com/biz/tutoring-club-valencia?osq=Tutoring,,,,,,
Chad McCord Studio,1015 N Cahuenga Blvd,Los Angeles,CA,90038,,Hollywood,(323) 868-9225,,Chad M.,Yes,No,,,http://www.chadmccord.com,,Mon 8:00 am - 10:00 pm<br>Tue 8:00 am - 10:00 pm<br>Wed 8:00 am - 10:00 pm<br>Thu 8:00 am - 10:00 pm<br>Fri 8:00 am - 10:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Specialty Schools, Private Tutors, Specialty Schools, Private Tutors",34.089517,-118.329125,https://s3-media2.fl.yelpcdn.com/bphoto/pkMUMwfx_mFzh4GR7lUzAg/ls.jpg,http://www.yelp.com/biz/chad-mccord-studio-los-angeles?osq=Tutoring,,,,,,
Back to Basics Learning Programs,4113 N Bellflower Blvd,Long Beach,CA,90808,,,(562) 824-2441,,Barbara F.,Yes,No,5.0 star rating,6 reviews,http://www.backtobasicslearningprograms.com,,Mon 12:30 pm - 5:00 pm<br>Tue 1:30 pm - 5:00 pm<br>Wed 1:30 pm - 5:00 pm<br>Thu 1:30 pm - 5:00 pm<br>Fri 12:30 pm - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Preschools, Test Preparation, Tutoring Centers, Preschools, Test Preparation",33.833499,-118.125365,https://s3-media2.fl.yelpcdn.com/bphoto/Wub49G0ZFUC4XagMNuzATQ/ls.jpg,http://www.yelp.com/biz/back-to-basics-learning-programs-long-beach?osq=Tutoring,,,,,,
Chinese Language Academy,611 Wilshire Blvd Ste 325,Los Angeles,CA,90017,,Downtown,(424) 281-0125,"The Chinese Language Academy (CLA) provides customized Chinese language training classes to companies, government agencies and individual professionals.Learn more about Chinese Language Academy, Opens a popupSpecialtiesThe Chinese Language Academy (CLA) provides customized Chinese language training classes to companies, government agencies and individual professionals.",,Yes,No,5.0 star rating,15 reviews,http://www.chineseacademyla.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 6:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Language Schools",34.048320,-118.256185,https://s3-media1.fl.yelpcdn.com/bphoto/vo7ngGz0SBNWHQwU3UGI7Q/ls.jpg,http://www.yelp.com/biz/chinese-language-academy-los-angeles-2?osq=Tutoring,,,,,,
Moving Mindz,4000 Long Beach Blvd Ste 205,Long Beach,CA,90807,,,(562) 318-9966,,John G.,Yes,No,5.0 star rating,1 review,http://movingmindz.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 6:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers",,,https://s3-media3.fl.yelpcdn.com/bphoto/ygCaes4JgY2WdvLddUJKkA/ls.jpg,http://www.yelp.com/biz/moving-mindz-long-beach?osq=Tutoring,,,,,,
One Step Learning Center,422 S Western Ave Ste 101,Los Angeles,CA,90020,,"Koreatown, Wilshire Center",(213) 365-6789,,Paul C.,Yes,No,,,http://www.onesteplearningcenter.org,,Mon 11:00 am - 8:00 pm<br>Tue 11:00 am - 8:00 pm<br>Wed 11:00 am - 8:00 pm<br>Thu 11:00 am - 8:00 pm<br>Fri 11:00 am - 8:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.066404,-118.308821,https://s3-media3.fl.yelpcdn.com/bphoto/FV5JCGraM09JNQpIW0AEsw/ls.jpg,http://www.yelp.com/biz/one-step-learning-center-los-angeles?osq=Tutoring,,,,,,
Millennium Tutors,9530 Oakmore Rd,Los Angeles,CA,90035,,Beverlywood,(310) 692-1387,,,Yes,No,,,,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.047680,-118.396311,https://s3-media4.fl.yelpcdn.com/bphoto/P5grTJX10t8Ym2WIJDDY-w/ls.jpg,http://www.yelp.com/biz/millennium-tutors-los-angeles?osq=Tutoring,,,,,,
Miss Renees Tutoring,2601 Clark Ave,Long Beach,CA,90815,,,(562) 421-5700,,,Yes,No,4.5 star rating,14 reviews,http://www.missreneestutoring.com/,,Mon 3:00 pm - 7:00 pm<br>Tue 3:00 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri Closed<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",33.803645,-118.134579,https://s3-media2.fl.yelpcdn.com/bphoto/4mc7GL09V1LmOkCtmpNsgA/ls.jpg,http://www.yelp.com/biz/miss-renees-tutoring-long-beach?osq=Tutoring,,,,,,
The Starting Edge,,Beverly Hills,CA,90212,,,(818) 935-6053,,Norbert W.,Yes,No,,,http://www.thestartingedge.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 1:00 pm<br>Sat Closed<br>Sun 9:00 am - 2:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Educational Services, Bakeries, Desserts, Custom Cakes, Private Tutors, Test Preparation, Educational Services",,,https://s3-media3.fl.yelpcdn.com/bphoto/r35SDl0f6H_6lp7YBlzt8Q/ls.jpg,http://www.yelp.com/biz/the-starting-edge-beverly-hills?osq=Tutoring,,,,,,
Henry Mulak,603 S Cochran Ave Ste 405,Los Angeles,CA,90036,,Mid-Wilshire,(213) 595-8338,,Henry M.,Yes,No,,,,,Mon 6:00 am - 10:00 pm<br>Tue 6:00 am - 10:00 pm<br>Wed 6:00 am - 10:00 pm<br>Thu 6:00 am - 10:00 pm<br>Fri 6:00 am - 10:00 pm<br>Sat 6:00 am - 10:00 pm<br>Sun 6:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Language Schools, Tutoring Centers, Language Schools, Tutoring Centers, Language Schools",34.064650,-118.347531,https://s3-media2.fl.yelpcdn.com/bphoto/8LW15FQNdqBIW7ZCU_pXVg/ls.jpg,http://www.yelp.com/biz/henry-mulak-los-angeles-3?osq=Tutoring,$50 for $60 Deal at Henry Mulak,You get a voucher redeemable for $60 at Henry Mulak.,$60,17%,$10,https://www.yelp.com/checkout/deal/JGiej66Ru2sXth8cFobm7Q?biz_id=aJzuhLTsRXT_NnM0i1BNPQ&return_url=%2Fbiz%2Fhenry-mulak-los-angeles-3
Lindamood-Bell,1554 South Sepulveda Blvd Ste 214,Los Angeles,CA,90025,,Westwood,(310) 481-2293,,,Yes,No,3.5 star rating,3 reviews,http://lindamoodbell.com/location/westwood-ca-learning-center,,Mon 7:00 am - 6:30 pm<br>Tue 7:00 am - 6:30 pm<br>Wed 7:00 am - 6:30 pm<br>Thu 7:00 am - 6:30 pm<br>Fri 7:00 am - 6:30 pm<br>Sat 9:00 am - 1:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Private Schools, Tutoring Centers, Private Tutors, Private Schools",34.049482,-118.445471,https://s3-media1.fl.yelpcdn.com/bphoto/xsh5JLcPhVzZohm7JIUEKg/ls.jpg,http://www.yelp.com/biz/lindamood-bell-los-angeles?osq=Tutoring,,,,,,
All the Wright Words Writing Coach,,Los Angeles,CA,90035,,Pico-Robertson,(323) 839-0535,,Jill W.,Yes,No,5.0 star rating,4 reviews,http://www.allthewrightwords.com,,Mon 8:30 am - 2:00 pm<br>Tue 8:30 am - 4:00 pm<br>Wed 8:30 am - 3:00 pm<br>Thu 8:30 am - 3:00 pm<br>Fri 8:30 am - 2:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Editorial Services, Private Tutors, Editorial Services, Private Tutors",,,https://s3-media1.fl.yelpcdn.com/bphoto/oZlJdP1IKX1dV_ne2Tz_Ng/ls.jpg,http://www.yelp.com/biz/all-the-wright-words-writing-coach-los-angeles?osq=Tutoring,,,,,,
Academic Doctor,,Los Angeles,CA,90028,,Hollywood,(818) 303-5286,,,No,No,1.0 star rating,1 review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.101218,-118.325739,,http://www.yelp.com/biz/academic-doctor-los-angeles?osq=Tutoring,,,,,,
Fusion Academy Los Angeles,1640 S Sepulveda Blvd Ste 100,Los Angeles,CA,90025,,Westwood,(310) 445-2516,,,Yes,No,3.0 star rating,4 reviews,http://www.fusionacademy.com/fusion-campus-location/los-angeles/welcome/%3Futm_source%3DYelp%26utm_medium%3Dyelp%2520profile%2520link%26utm_campaign%3DLos%2520Angeles%2520Profile,,Mon 7:30 am - 9:00 pm<br>Tue 7:30 am - 9:00 pm<br>Wed 7:30 am - 9:00 pm<br>Thu 7:30 am - 9:00 pm<br>Fri 7:30 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middle Schools & High Schools, Tutoring Centers, Test Preparation, Middle Schools & High Schools, Tutoring Centers, Test Preparation",34.048617,-118.444725,https://s3-media4.fl.yelpcdn.com/bphoto/tazrW-joXVXb-ybSi43nHQ/ls.jpg,http://www.yelp.com/biz/fusion-academy-los-angeles-los-angeles-2?osq=Tutoring,,,,,,
Elevated Education,8942 Garden Grove Blvd Ste 220,Garden Grove,CA,92844,,,(714) 657-2618,"Elevated Education is a professional business that provides the highest level of academic tutoring to all students at an affordable price. Here at Elevated Education, education and …Learn more about Elevated Education, Opens a popupSpecialtiesElevated Education is a professional business that provides the highest level of academic tutoring to all students at an affordable price. Here at Elevated Education, education and growth within your child is our utmost priority! Not only do we adhere to the highest standards for our tutors and students, but we also work on building a small community with our teachers and student.We offer a comfortable and quiet environment, and we nurture young leaders to strive for academic success!Ranging from K-12, high school to college, we will plan and execute rigorous lessons to assist our students in homework and prepare for their exams. Although academia is our focal point, we understand that tutoring is not just about passing the next test or earning a higher letter grade. It is about gaining confidence in academic subjects, developing a greater understanding of challenging material, and polishing skills for future success in life. Our team is excited and ready to instruct, tutor, prepare, and connect with our students for the academic challenges ahead, in a warm and charismatic way.HistoryEstablished in 2015.The business started back in February 9, 2015, when a young gentlemen wanted to pursue his passion for teaching. Within a year of time, Elevated Education have revolutionized the tutoring industry. We have proven to be one of the most effective and well-known learning centers within the Garden Grove, Westminster, Huntington Beach, Fountain Valley, Anaheim area.",,Yes,No,5.0 star rating,18 reviews,,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",33.773378,-117.976230,https://s3-media2.fl.yelpcdn.com/bphoto/lkvFvL4OqfaGjzZnY7rYIg/ls.jpg,http://www.yelp.com/biz/elevated-education-garden-grove?osq=Tutoring,,,,,,
KEY Music Lessons,3335 Cazador St,Glassell Park,CA,90065,,Glassell Park,(516) 996-7228,,Cameron K.,Yes,No,5.0 star rating,3 reviews,http://www.keymusiclessons.com,,Mon 10:00 am - 9:00 pm<br>Tue 10:00 am - 9:00 pm<br>Wed 10:00 am - 9:00 pm<br>Thu 10:00 am - 9:00 pm<br>Fri 10:00 am - 8:00 pm<br>Sat 10:00 am - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musical Instruments & Teachers, Private Tutors, Musical Instruments & Teachers, Private Tutors",,,https://s3-media3.fl.yelpcdn.com/bphoto/pXw76Vss9jpYU1R6rPa_tw/ls.jpg,http://www.yelp.com/biz/key-music-lessons-glassell-park-2?osq=Tutoring,,,,,,
Stepping Stones To Learning,2233 Huntington Dr Ste 1,San Marino,CA,91108,,South Pasadena,(626) 449-5986,"One-to-one education is truly the best. Our focus for 40 years has been on one-to-one academic coaching. More than tutors, our dedicated and highly professional team members mentor …Learn more about Stepping Stones To Learning, Opens a popupSpecialtiesOne-to-one education is truly the best. Our focus for 40 years has been on one-to-one academic coaching. More than tutors, our dedicated and highly professional team members mentor students to build skill, confidence, and independence to create a foundation for long-term academic success.We specialize in:-Completely individualized test preparation for SAT, SAT Subject Tests, AP Tests, ACT, PSAT, ISEE, HSPT and SSAT -Academic support for all school subjects K-12 and beyond-Enrichment to enhance each student's advancement and growth -Individualized tutorial support to reinforce skills and clarify curriculum taught in class -Study skills, time management and organizational planning -Remediation in areas of difficulty We diversify our program to meet individual needs and learning differences.HistoryEstablished in 1971.Stepping Stones to Learning is a unique learning enrichment center that has been serving students, their families and schools in the greater Pasadena/San Gabriel Valley area for more than thirty-five years.Meet the Business Owner",Carole H.,Yes,No,4.5 star rating,10 reviews,http://www.steppingstones.net,,Mon 1:00 pm - 9:30 pm<br>Tue 1:00 pm - 9:30 pm<br>Wed 1:00 pm - 9:30 pm<br>Thu 1:00 pm - 9:30 pm<br>Fri 1:00 pm - 6:30 pm<br>Sat 9:00 am - 1:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Educational Services, Educational Services, Test Preparation, Tutoring Centers, Tutoring Centers, Educational Services, Tutoring Centers, Educational Services",34.122808,-118.106069,https://s3-media3.fl.yelpcdn.com/bphoto/uOJxbJWWPlx0OlPE-ieqdg/ls.jpg,http://www.yelp.com/biz/stepping-stones-to-learning-san-marino?osq=Tutoring,,,,,,
Kumon Math and Reading Center of Burbank - West,3808 Verdugo Ave,Burbank,CA,91505,,Burbank,(818) 845-6118,,,Yes,No,4.5 star rating,9 reviews,http://www.kumon.com/BURBANK-WEST,,Mon 10:00 am - 7:00 pm<br>Tue 10:00 am - 6:00 pm<br>Wed 10:00 am - 6:00 pm<br>Thu 10:00 am - 7:00 pm<br>Fri 10:00 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.160182,-118.345315,https://s3-media4.fl.yelpcdn.com/bphoto/BbLpu41rC62o50QXHJxmtQ/ls.jpg,http://www.yelp.com/biz/kumon-math-and-reading-center-of-burbank-west-burbank?osq=Tutoring,,,,,,
Blackacre Prep,,Los Angeles,CA,,,,(850) 445-9552,,,Yes,No,,,http://blackacreprep.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Private Tutors, Test Preparation, Educational Services, Private Tutors, Test Preparation",34.052234,-118.243685,https://s3-media3.fl.yelpcdn.com/bphoto/ZSfu7hw3EGOh5Kbd0ImoEg/ls.jpg,http://www.yelp.com/biz/blackacre-prep-los-angeles?osq=Tutoring,,,,,,
Best Law School Tutors,,Los Angeles,CA,90401,,,(844) 578-8867,,,Yes,No,1.5 star rating,6 reviews,http://www.bestlawschooltutors.com,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.012638,-118.495155,https://s3-media4.fl.yelpcdn.com/bphoto/sdrVLxcHnl5sf3JmN1p7ww/ls.jpg,http://www.yelp.com/biz/best-law-school-tutors-los-angeles?osq=Tutoring,,,,,,
Sis Tutoring Center,730 S Central Ave Ste 203,Glendale,CA,91204,,Glendale,(818) 731-8207,,Norair V.,Yes,No,,,http://www.laaffordabletutoring.com,,Mon 3:30 pm - 8:30 pm<br>Tue 3:30 pm - 8:30 pm<br>Wed 3:30 pm - 8:30 pm<br>Thu 3:30 pm - 8:30 pm<br>Fri 3:30 pm - 8:30 pm<br>Sat 11:00 am - 2:30 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers, Tutoring Centers",34.137028,-118.257332,https://s3-media1.fl.yelpcdn.com/bphoto/9nm7iRZJCLm2mnTVMT0CsA/ls.jpg,http://www.yelp.com/biz/sis-tutoring-center-glendale?osq=Tutoring,$209 for $260 Deal at Sis Tutoring Center,You get a voucher redeemable for $260 at Sis Tutoring Center.,$260,20%,$51,https://www.yelp.com/checkout/deal/RxdHz0Hrly0wyy-XoKRJzQ?biz_id=cSNu0HuIWTRJZb8j0IrmNg&return_url=%2Fbiz%2Fsis-tutoring-center-glendale
The Princeton Review Westwood UCLA,10966 Le Conte Ave,Los Angeles,CA,90024,,"UCLA, Westwood",(800) 273-8439,,,Yes,No,3.5 star rating,4 reviews,http://princetonreview.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Test Preparation",34.063495,-118.447592,,http://www.yelp.com/biz/the-princeton-review-westwood-ucla-los-angeles?osq=Tutoring,,,,,,
Prepped Tutoring,,Los Angeles,CA,90045,,Westchester,(424) 625-8720,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",33.951611,-118.387578,https://s3-media1.fl.yelpcdn.com/bphoto/Cr0UezlzLumuseG0bfv65w/ls.jpg,http://www.yelp.com/biz/prepped-tutoring-los-angeles?osq=Tutoring,,,,,,
